Date,"Record Number","Record Type",Address,Description,"Permit Name",Status,"Short Notes",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
06/04/2018,BB-201804119,"Residential New","1354 PASADENA AVE NE, ATLANTA GA 30306","CONSTRUCT NEW 2 STORY SFR","JACK BUILT HOMES- New SFR","CO Issued",,33.799757,-84.342637,1,rooftop,1354,"Pasadena Ave NE",,,Atlanta,GA,"Dekalb County",30306,US,"City of Atlanta"
06/01/2018,BB-201804124,"Residential New","720 CHARLES ALLEN DR NE, ATLANTA GA 30308","ERECT CARPORT AND REPAVING DRIVEWAY. Add sliding gate at rear of property.","COE RESIDENCE",Issued,,33.774218,-84.373176,1,rooftop,720,"Charles Allen Dr NE",,,Atlanta,GA,"Fulton County",30308,US,"City of Atlanta"
06/01/2018,BB-201804066,"Residential New","369 MILLEDGE AVE SE, ATLANTA GA 30312","Rear additions and alterations.  New Accessory structure.  Site work. Site work","MILLEDGE PROJECT     ADDITION",Issued,,33.73856,-84.3755,1,rooftop,369,"Milledge Ave SE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
06/01/2018,BB-201804065,"Residential New","3106 TYLERTON DR SW, ATLANTA GA 30311","NEW 2-STORY SINGLE FAMILY RESIDENCE, LOT 40 PHASE D","TYLERTON PROJECT    NEW, Lot 40","CO Issued",,33.700909,-84.496538,1,range_interpolation,3106,"Tylerton Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/31/2018,BB-201900867,"Residential New","176 SAMPSON ST NE, REAR, ATLANTA GA 30312","ERECT NEW 3 STORY DUPLEX","New Duplex-CO","CO Issued",,33.758914,-84.366012,1,rooftop,176,"Sampson St NE",,,Atlanta,GA,"Fulton County",30312,US,Fulton
05/31/2018,BB-201804045,"Residential New","2164 TIGER FLOWERS DR NW, ATLANTA GA 30314","Construction of new SFR","New SFR","CO Issued",,33.760505,-84.458637,1,rooftop,2164,"Tiger Flowers Dr NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/31/2018,BB-201804032,"Residential New","456 WEST PACES FERRY RD NW, ATLANTA GA 30305","Add roof over eixsting rear terrace; construction of 2 new fireplaces; addition of grilling porch to previous approval addition (BB-201801413) ; revise stormwater; new site walls; reflecting pond; demo and removal of misc landscape, fireplace addition / renovation","West Paces Ferry project     Addition","No CO Required",,33.844852,-84.400007,1,rooftop,456,"W Paces Ferry Rd NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
05/31/2018,BB-201804029,"Residential New","2092 DEKALB AVE NE, ATLANTA GA 30307","Construct new SFR, porch in front open and in rear screened , fireplace and deck in rear.","DEKALB PROJECT     NEW","CO Issued",,33.763749,-84.318994,1,rooftop,2092,"Dekalb Ave NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
05/30/2018,BB-201803994,"Residential New","193 RACINE ST SW, ATLANTA GA 30314","New SFR (due to fire damage):REAR ADDITION TO SINGLE FAMILY RESIDENCE,INTERIOR RENOVATIONS,CONVERT PART OF EXISTING PORCH INTO LIVING SPACE,ROOF REPAIR",PIGFORD-(NEW),Complete,,33.749863,-84.44174,1,rooftop,193,"Racine St SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/29/2018,BB-201803975,"Residential New","3570 KNOLLWOOD DR NW, ATLANTA GA 30305","ERECT NEW THREE STORY SINGLE FAMILY RESIDENCE","TATE - NEW SFR","CO Issued",,33.852647,-84.396536,1,rooftop,3570,"Knollwood Dr NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
05/29/2018,BB-201803971,"Residential New","636 VERNON AVE SE, ATLANTA GA 30316","CONSTRUCT NEW TWO STORY SFR.","OHC BERNE STRET LLC-New SFR- AKA 673 JUNEBERRY LN","CO Issued",,33.737357,-84.356108,1,rooftop,636,"Vernon Ave SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
05/25/2018,BB-201803943,"Residential New","1441 WEST WESLEY RD NW, ATLANTA GA 30327","aka 1441 W. Wesley Rd - Construction of new SFRREF: SD-18-004","BUCKHEAD LAND COALITION -New SFR",Issued,,33.835968,-84.432185,1,rooftop,1441,"W Wesley Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/25/2018,BB-201803935,"Residential New","511 BROADVIEW PL NE, ATLANTA GA 30324","NEW 3-STORY SINGLE FAMILY RESIDENCE","DAVID WEEKLEY HOMES- NEW SFR LOT 22  -LD-201500061","CO Issued",,33.821774,-84.36341,0.62,nearest_rooftop_match,603,"Broadview Pl NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
05/25/2018,BB-201803933,"Residential New","294 BASS ST SW, ATLANTA GA 30315","CONSTRUCTION OF A NEW 2- STORY SINGLE FAMILY RESIDENCE","REDBRICK HOMES - NEW SFR","CO Issued",,33.735457,-84.397643,1,rooftop,294,"Bass St SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/24/2018,BB-201804760,"Residential New","4615 BROOK HOLLOW RD NW, ATLANTA GA 30327","Construct new SFR","New SFR","CO Issued",,33.881455,-84.404491,1,rooftop,4615,"Brook Hollow Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/24/2018,BB-201803921,"Residential New","1072 CUMBERLAND RD NE, ATLANTA GA 30306","CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE WITH COVERED PORCH, DECK AND 2-CAR GARAGE.","HUDSON DEVELOPMENT-NEW SFR","CO Issued",,33.795979,-84.352041,1,rooftop,1072,"Cumberland Rd NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
05/24/2018,BB-201803907,"Residential New","3235 TALLON LN SW, ATLANTA GA 30311","NEW 2-STORY SINGLE FAMILY RESIDENCE","KM HOMES-NEW SFR PH D LOT 16","CO Issued",,33.701859,-84.496553,1,range_interpolation,3235,"Tallon Ln SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/23/2018,BB-201805047,"Residential New","3916 LAND O LAKES DR NE, ATLANTA GA 30342","NEW TWO SINGLE FAMILY W/BASEMENT, TWO CAR GARAGE, PATIO AND COVERED PORCH","BUIILDERS GRP NSF","CO Issued",,33.860987,-84.375928,1,rooftop,3916,"Land O Lakes Dr NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
05/23/2018,BB-201803914,"Residential New","2244 TIGER FLOWERS DR NW, ATLANTA GA 30314","CONSTRUCTION OF A NEW SINGLE STORY HOME WITH FRONT AND SIDE PORCHES","NEW SFR","CO Issued",,33.760696,-84.46105,1,rooftop,2244,"Tiger Flowers Dr NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/23/2018,BB-201803902,"Residential New","1916 MEADOR AVE SE, ATLANTA GA 30315","Construction of new SFR","HABITAT FOR HUMANITY IN ATLANTA -New SFR","CO Issued",,33.701967,-84.379913,1,rooftop,1916,"Meador Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/23/2018,BB-201803893,"Residential New","293 EUREKA DR NE, ATLANTA GA 30305","Erect new two story single family residence on existing crawl space with portion of exterior walls to remain.  New covered porch and rear deck.","Koteles New SFR",Terminated,,33.820333,-84.378146,1,rooftop,293,"Eureka Dr NE",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
05/23/2018,BB-201803883,"Residential New","835 ADAIR AVE NE, ATLANTA GA 30306","ERECT NEW SINGLE FAMILY RESIDENCE","NEW SFR","CO Issued",,33.779703,-84.359978,1,rooftop,835,"Adair Ave NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
05/22/2018,BB-201804086,"Residential New","1009 AMSTERDAM AVE NE, ATLANTA GA 30306","New detached 2 car garage","Detached garage","CO Issued",,33.787303,-84.3541,1,rooftop,1009,"Amsterdam Ave NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
05/22/2018,BB-201803810,"Residential New","1006 BATTLE CREEK WAY NW, ATLANTA GA 30327","Construct new two-story SFR with basement and attached garage, retaining walls and misc site work.","FREEMAN DEVELOPMENT PAR -New SFR","CO Issued",,33.826919,-84.423902,1,rooftop,1006,"Battle Creek Way NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/22/2018,BB-201803805,"Residential New","3339 TIARA CIR SW, ATLANTA GA 30311","NEW 2-STORY SFR,  LOT 18","SINGLE FAMILY RESIDENCE LOT 18      NEW","CO Issued",,33.702474,-84.496011,0.9,range_interpolation,3339,"Tiara Cir SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803804,"Residential New","3331 TIARA CIR SW, ATLANTA GA 30311","NEW 2-STORY SINGLE FAMILY RESIDENCE, LOT 20","SINGLE FAMILY RESIDENCE      NEW","CO Issued",,33.702172,-84.49595,1,range_interpolation,3331,"Tiara Cir SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803803,"Residential New","526 BROADVIEW LN NE, ATLANTA GA 30324","New 3 story SFR LD# 20150061 SAP-15-007","SINGLE FAMILY RESIDENCE      NEW","CO Issued",,33.821774,-84.36341,0.65,nearest_rooftop_match,603,"Broadview Pl NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
05/22/2018,BB-201803797,"Residential New","655 LAMBERT DR NE, ATLANTA GA 30324","CONSTRUCTION OF NEW 3-STORY DUPLEX","NEW 3-STORY DUPLEX LOT 89","CO Issued",,33.811394,-84.365398,1,range_interpolation,655,"Lambert Dr NE",,,Atlanta,GA,"Fulton County",30324,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803795,"Residential New","655 LAMBERT DR NE, ATLANTA GA 30324","CONSTRUCTION OF NEW 3-STORY DUPLEX-UNIT A","NEW 3-STORY DUPLEX LOT 88 UNIT A","CO Issued",,33.811394,-84.365398,1,range_interpolation,655,"Lambert Dr NE",,,Atlanta,GA,"Fulton County",30324,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803793,"Residential New","3231 TALLON LN SW, ATLANTA GA 30311","Construct new SFR","New SFR","CO Issued",,33.701861,-84.496523,1,range_interpolation,3231,"Tallon Ln SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803792,"Residential New","294 MILTON AVE SE, ATLANTA GA 30315","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","NEW SFR","CO Issued",,33.718226,-84.379033,1,rooftop,294,"Milton Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/22/2018,BB-201803787,"Residential New","4142 WOODLAND PARK DR SW, ATLANTA GA 30331","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","THE PRESERVE @ BAKERS FERRY","CO Issued",,33.754899,-84.523662,0.84,nearest_rooftop_match,4174,"Woodland Park Dr SW",,,Atlanta,GA,"Fulton County",30331,US,Fulton
05/22/2018,BB-201803786,"Residential New","3239 TALLON LN SW, ATLANTA GA 30311","NEW 2 STORY SINGLE FAMILY ATTACHED GARAGE","NEW SFR 3239 Tallon LOT17","CO Issued",,33.701858,-84.496583,1,range_interpolation,3239,"Tallon Ln SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/22/2018,BB-201803784,"Residential New","3335 TIARA CIR SW, ATLANTA GA 30311","NEW 2-STORY SINGLE FAMILY RESIDENCE ATTACHED GARAGE","KM  HOMES-NEW SFR LOT 19 PH D","CO Issued",,33.702177,-84.495891,1,range_interpolation,3335,"Tiara Cir SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
05/21/2018,BB-201803765,"Residential New","507 BISMARK RD NE, ATLANTA GA 30324","Construction of new SFR WITH ATTACHED GARAGE LOT 71","LUKE PROPERTIES -New SFR LOT 71","CO Issued",,33.81083,-84.365003,1,rooftop,507,"Bismark Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
05/18/2018,BB-201803713,"Residential New","870 PONCE DE LEON PL NE, ATLANTA GA 30306","ERECT NEW 2 STORY SFR","NIMA NEW SINGLE FAMILY RESIDENCE","CO Issued",,33.778444,-84.364102,1,rooftop,870,"Ponce De Leon Pl NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
05/18/2018,BB-201803689,"Residential New","376 ASHWOOD, ATLANTA GA","ERECT NEW SFR","MELVIN New SFR","CO Issued",,33.704863,-84.401408,0.9,rooftop,376,"Ashwood Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/17/2018,BB-201803682,"Residential New","539 BISMARK RD NE, ATLANTA GA 30324","LOT 78: CONSTRUCT A NEW 4-STORY SINGLE FAMILY RESIDENCE  WITH A 2 CAR GARAGE","MANCHESTER  PH2A LOT 78","CO Issued",,33.811142,-84.365356,1,rooftop,539,"Bismark Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
05/17/2018,BB-201803679,"Residential New","4157 WOODLAND PARK DR SW, ATLANTA GA 30331","NEW SINGLE FAMILY RESIDENCE","THE PRESERVE @ BAKERS FERRY",Complete,,33.851217,-84.46323,0.71,nearest_rooftop_match,4135,"Woodland Brook Dr",,,Atlanta,GA,"Cobb County",30339,US,Cobb
05/17/2018,BB-201803667,"Residential New","1587 CARROLL DR NW, ATLANTA GA 30318","Construct new 2  story SFR with garage","New SFR","CO Issued",,33.802613,-84.439775,1,range_interpolation,1587,"Carroll Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"TIGER/Line® dataset from the US Census Bureau"
05/17/2018,BB-201803665,"Residential New","1012 WELCH ST SW, ATLANTA GA 30310","Construct new SFR","New SFR","CO Issued",,33.727319,-84.404603,1,rooftop,1012,"Welch St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
05/17/2018,BB-201803657,"Residential New","1146 EAST CONFEDERATE AVE SE, ATLANTA GA 30316","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","CROWN DEVT NEW SFR","CO Issued",,33.724409,-84.350438,1,range_interpolation,1146,"E Confederate Ave SE",,,Atlanta,GA,"Fulton County",30316,US,"TIGER/Line® dataset from the US Census Bureau"
05/16/2018,BB-201803791,"Residential New","4126 WOODLAND PARK DR SW, ATLANTA GA 30331","Construct new SFR","THE PRESERVE @ BAKERS FERRY LOT #9","CO Issued",,33.754899,-84.523662,0.8,nearest_rooftop_match,4174,"Woodland Park Dr SW",,,Atlanta,GA,"Fulton County",30331,US,Fulton
05/16/2018,BB-201803646,"Residential New","2565 SHARONDALE DR NE, ATLANTA GA 30305","Construct new two story SFR with rear covered patio","Barker New SFR",Closed,,33.824346,-84.37271,1,rooftop,2565,"Sharondale Dr NE",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
05/16/2018,BB-201803645,"Residential New","2155 RADCLIFFE DR NW, ATLANTA GA 30318","ERRECT NEW SFR","DOUG NEW SFR","CO Issued",,33.813848,-84.415951,1,rooftop,2155,"Radcliffe Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
05/16/2018,BB-201803633,"Residential New","776 MERCER ST SE, ATLANTA GA 30312","ERECT NEW  SFR  (MODEL HOME) PDSD-18-001","MOTTI SHARON MODEL HOME - LOT 5","CO Issued",,33.735631,-84.36208,1,range_interpolation,776,"Mercer St SE",,,Atlanta,GA,"Fulton County",30312,US,"TIGER/Line® dataset from the US Census Bureau"
05/16/2018,BB-201803628,"Residential New","157 POWELL ST SE, ATLANTA GA 30316","New single family frame house with a front wood porch rear concrete patio and concrete ribbon driveway.","157 Powell St. - New SFR","CO Issued",,33.750297,-84.366235,1,rooftop,157,"Powell St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
05/15/2018,BB-201803602,"Residential New","4126 CONWAY VALLEY RD NW, ATLANTA GA 30327","CONSTRUCT 517 POOL PAVILION OVER EXISTING BASEMENT","BREWER RESIDENCE  POOL PAVILION",Issued,,33.867952,-84.42009,1,rooftop,4126,"Conway Valley Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/15/2018,BB-201803597,"Residential New","748 BELT LOOP SE, ATLANTA GA 30312","New two story SFR","New SFR",Issued,,33.731046,-84.359978,0.99,rooftop,748,"Belt Loop",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
05/15/2018,BB-201803584,"Residential New","176 VANIRA AVE SE, ATLANTA GA 30315","Construction of  NSF duplex WITH DETACHED GARAGE8/2/2021 30-Day Extension Approved by Kimberly Craig. C.Stinson","SIMIRAN  NSF Duplex",Issued,,33.729533,-84.382194,1,rooftop,176,"Vanira Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/15/2018,BB-201803582,"Residential New","166 VANIRA AVE SE, ATLANTA GA 30315","Construction of new two story duplex with detached garage.","Simiran Dev. New Duplex",Issued,,33.729545,-84.382404,1,rooftop,166,"Vanira Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/14/2018,BB-201803542,"Residential New","330 MURRAY HILL AVE NE, ATLANTA GA 30317","ERECT NEW SFR W/ GARAGE , DECK","MURRAY HILL NEW SFR LOT 2","CO Issued",,33.762722,-84.316793,1,rooftop,330,"Murray Hill Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
05/14/2018,BB-201803541,"Residential New","336 MURRAY HILL AVE NE, ATLANTA GA 30317","ERECT NEW SFR  WITH GARAGE, DECK","DOMAIN CUSTOM NSFR LOT 1","CO Issued",,33.762879,-84.316856,1,rooftop,336,"Murray Hill Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
05/11/2018,BB-201808642,"Residential New","2847 PETE ST NW, ATLANTA GA 30318","Construction of new SFR","NEW SINGLE FAMILY RESIDENCE (CO)",Expired,,33.802443,-84.482143,1,rooftop,2847,"Pete St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
05/11/2018,BB-201806992,"Residential New","327 STOVALL ST SE, ATLANTA GA 30316","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE8/12/2021 30 Day Permit Extension, Approved by Kimberly Craig.C.Stinson","NEW SINGLE FAMILY",Issued,,33.74544,-84.354717,1,rooftop,327,"Stovall St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
05/11/2018,BB-201803532,"Residential New","524 BROADVIEW LN NE, ATLANTA GA 30324","NEW 3-STORY SINGLE RESIDENCE","DAVID WEEKLY NSF","CO Issued",,33.821774,-84.36341,0.64,nearest_rooftop_match,603,"Broadview Pl NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
05/11/2018,BB-201803517,"Residential New","949 FAIR ST SW, ATLANTA GA 30314","NEW SFR","PAYNE NEW SFR",Issued,,33.749299,-84.418728,1,rooftop,949,"Fair St SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/11/2018,BB-201803514,"Residential New","904 BOULDERCREST DR SE, ATLANTA GA 30316","Erect new two story single family residence.","Simran Dev. New SFR, 904 Bouldercrest","CO Issued",,33.73,-84.334936,1,rooftop,904,"Bouldercrest Dr SE",,,Atlanta,GA,"Dekalb County",30316,US,"City of Atlanta"
05/11/2018,BB-201803511,"Residential New","4017 HAZEL NUT LN NE, ATLANTA GA 30342","CONSTRUCT 3 STORY NEW SFR WITH GARAGE","MONTE HEWETT NEW SFR (lot 29)","CO Issued",,33.866434,-84.377061,1,rooftop,4017,"Hazel Nut Ln NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
05/11/2018,BB-201803508,"Residential New","4018 HAZEL NUT LN NE, ATLANTA GA 30342","Construct 3-STORY NEW SFR WITH  GARAGE.","MONTE  HEWETT NEW SFR (lot 16)","CO Issued",,33.866437,-84.377281,1,rooftop,4018,"Hazel Nut Ln NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
05/11/2018,BB-201803505,"Residential New","4175 WOODLAND PARK DR SW, ATLANTA GA 0","ERECT NEW TWO STORY SINGLE FAMILY RESIDENCE","HARPER NEW SFR","CO Issued",,33.755223,-84.523811,1,rooftop,4175,"Woodland Park Dr SW",,,Atlanta,GA,"Fulton County",30331,US,Fulton
05/11/2018,BB-201803496,"Residential New","2718 RIVERPINE TRL SW, ATLANTA GA 30331","Erect new two story single family residence.","Heatherland Homes New SFR lot 174",Expired,,33.679395,-84.526602,1,rooftop,2718,"Riverpine Trl SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
05/11/2018,BB-201803495,"Residential New","2725 RIVERPINE TRL SW, ATLANTA GA 30331","Erect new two story single family residence.","Heatherland Homes New SFR lot 162",Expired,,33.679043,-84.527344,1,rooftop,2725,"Riverpine Trl SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
05/11/2018,BB-201803493,"Residential New","2719 RIVERPINE TRL SW, ATLANTA GA 30331","Erect new two story single family residence.","Heatherland Homes New SFR LOT 161",Expired,,33.679349,-84.527342,1,rooftop,2719,"Riverpine Trl SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
05/10/2018,BB-201803491,"Residential New","506 MANFORD RD SW, ATLANTA GA 30310","Erect new two story single family residence with unfinished basement and attic, finished studio space on terrace level (no kitchen allowed)","Driver New SFR",Expired,,33.718442,-84.404219,1,rooftop,506,"Manford Rd SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
05/10/2018,BB-201803482,"Residential New","959 CUSTER AVE SE, ATLANTA GA 30316","Erect two story single family residence with unfinished basement, new two story detached garage.","Berkley New SFR",Closed,,33.716702,-84.357075,1,rooftop,959,"Custer Ave SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
05/10/2018,BB-201803470,"Residential New","1214 HOSEA L WILLIAMS DR NE, ATLANTA GA 30317","NEW SFR WITH GARAGE","JNB DEVELOPMENT  NEW  SFR",Issued,,33.753587,-84.347765,1,rooftop,1214,"Hosea L Williams Dr NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
05/10/2018,BB-201803468,"Residential New","251 CHASTAIN PARK DR NE, ATLANTA GA 30342","CHASTAIN URBAN  NEW SFR","CHASTAIN EAST NSF LOT 16",Closed,,33.876263,-84.382781,1,rooftop,251,"Chastain Park Dr NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
05/09/2018,BB-201803431,"Residential New","251 ROSSER ST SW, ATLANTA GA 30314","REBUILD FROM GROUND NSFR ON EXISTING FOUNDATION","Douglas Residence",Terminated,,33.748095,-84.424649,1,rooftop,251,"Rosser St SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/09/2018,BB-201803430,"Residential New","1386 BEATIE AVE SW, ATLANTA GA 30310","Erect new one story single family residence","Eresia-Eke New SFR",Issued,,33.717019,-84.410597,1,rooftop,1386,"Beatie Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
05/09/2018,BB-201803416,"Residential New","4220 HARROGATE DR NW, ATLANTA GA 30327","ERECT NSFR ON EXISTING FOOT PRINT","BUZSSON'S RESIDENCE",Complete,,33.870732,-84.41609,1,rooftop,4220,"Harrogate Dr NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/08/2018,BB-201803406,"Residential New","1850 BRAEBURN CIR, ATLANTA GA 30316","Construct new two story SFR","Intown Renewal New SFR","CO Issued",,33.73532,-84.326494,1,rooftop,1850,"Braeburn Cir",,,Atlanta,GA,"Dekalb County",30316,US,Dekalb
05/08/2018,BB-201803401,"Residential New","1188 MONTREAT AVE SW, ATLANTA GA 30310","HABITAT FOR HUMANITY NEW SFR",HABITAT,"CO Issued",,33.729384,-84.426592,1,rooftop,1188,"Montreat Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
05/08/2018,BB-201803394,"Residential New","229 3RD AVE SE, ATLANTA GA 30317","NEW 2 STORY SFR WITH ATTACHED GARAGE","EAST LAKE 229  LLC NEW SFR","CO Issued",,33.746703,-84.308812,1,rooftop,229,"3rd Ave SE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
05/07/2018,BB-201803355,"Residential New","1355 MOORES MILL RD NW, ATLANTA GA 30327","CONSTRUCTION OF SINGLE FAMILY","MOORES MILL PROJECT      NEW",Expired,,33.831012,-84.432799,1,rooftop,1355,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/07/2018,BB-201803350,"Residential New","1915 KINGS CROSS NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","KINGS CROSS           NEW",Closed,,33.811179,-84.452877,1,rooftop,1915,"Kings Cross NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
05/07/2018,BB-201803349,"Residential New","1012 BATTLE CREEK WAY NW, ATLANTA GA 30327","CONSTRUCT 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT,ATTACHED GARAGE,RETAINING WALLS, AND MISC SITE WORK","BATTLE CREEK WAY       NEW","CO Issued",,33.827097,-84.423571,1,rooftop,1012,"Battle Creek Way NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
05/07/2018,BB-201803342,"Residential New","1762 DEFOOR AVE NW, ATLANTA GA 30318","New 2 story SFR with garage, patio, porch and second floor deck","New SFR, 1762 DEFOOR","CO Issued",,33.803377,-84.421506,1,rooftop,1762,"Defoor Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
05/07/2018,BB-201802949,"Residential New","794 CONNALLY ST SE, ATLANTA GA 30315","Construct new SFR","New SFR","CO Issued",,33.732776,-84.380824,1,rooftop,794,"Connally St SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
05/04/2018,BB-201807431,"Residential New","81 HUTCHINSON ST NE, ATLANTA GA 30307","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","NEW SFR","CO Issued",,33.755856,-84.340573,1,rooftop,81,"Hutchinson St NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
05/04/2018,BB-201803639,"Residential New","2936 GLENWOOD AVE SE, ATLANTA GA 30317","Construction of new SFR on existing foundation. NEW REAR ADDITION","MOG IMPROVEMENT SVR NSF","CO Issued",,33.739149,-84.29076,1,rooftop,2936,"Glenwood Ave SE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
05/04/2018,BB-201803318,"Residential New","2256 OAKVIEW RD SE, ATLANTA GA 00000","ERECT NEW 2-STORY RESIDENCE WITH DETACHED GARAGE, FRONT AND REAR PORCH","OAKVIEW RD      NEW","CO Issued",,33.750331,-84.313994,1,range_interpolation,2256,"Oakview Rd SE",,,Atlanta,GA,"Dekalb County",30317,US,"TIGER/Line® dataset from the US Census Bureau"
05/04/2018,BB-201803313,"Residential New","362 NEWPORT ST NW, ATLANTA GA 30314","CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE","AKA 362 ANDREW J HAIRSTON BLVD          NEW","CO Issued",,33.76458,-84.414075,1,rooftop,362,"Newport St NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
05/04/2018,BB-201803297,"Residential New","522 BROADVIEW LN NE, ATLANTA GA 30324","New 3 story SFR, 2 CAR GARAGE","BROADVIEW PLACE     NEW","CO Issued",,33.821774,-84.36341,0.64,nearest_rooftop_match,603,"Broadview Pl NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
